Ciudad,Empresa,Sueldo,Periodo
barcelona,Barcelona Supercomputing Center,Sobre 62 mil € -68 mil €,Senior Data Scientist
barcelona,Criteo,Sobre 47 mil € -50 mil €,Senior Data Scientist
barcelona,Microsoft,Sobre 73 mil € -79 mil €,Senior Data Scientist
barcelona,Zurich Insurance,Sobre 45 mil € -49 mil €,Senior Data Scientist
barcelona,Banco Sabadell,Sobre 57 mil € -62 mil €,Senior Data Scientist
barcelona,Sanofi,Sobre 71 mil € -77 mil €,Senior Data Scientist
barcelona,Ocado Technology,Sobre 58 mil € -62 mil €,Senior Data Scientist
barcelona,Stuart,Sobre 52 mil € -57 mil €,Senior Data Scientist
barcelona,SegurCaixa Adeslas,Sobre 38 mil € -42 mil €,Senior Data Scientist
barcelona,Exoticca,Sobre 62 mil € -67 mil €,Senior Data Scientist
barcelona,Institut d'Investigacions Biomèdiques August Pi i Sunyer,Sobre 31 mil € -33 mil €,Senior Data Scientist
barcelona,Raona,Sobre 42 mil € -45 mil €,Senior Data Scientist
barcelona,Activision Blizzard,Sobre 51 mil € -55 mil €,Senior Data Scientist
barcelona,Cofidis,Sobre 44 mil € -49 mil €,Senior Data Scientist
barcelona,Innovamat Education,Sobre 33 mil € -36 mil €,Senior Data Scientist
barcelona,Hospital Sant Joan de Déu,Sobre 32 mil € -34 mil €,Senior Data Scientist
barcelona,Kernel Analytics,Sobre 47 mil € -51 mil €,Senior Data Scientist
barcelona,Satellogic,Sobre 60 mil € -65 mil €,Senior Data Scientist
barcelona,WIND Mobility,Sobre 63 mil € -69 mil €,Senior Data Scientist
barcelona,Undisclosed,Sobre 36 mil € -39 mil €,Senior Data Scientist
barcelona,Nnergix,Sobre 49 mil € -53 mil €,Senior Data Scientist
barcelona,Hybrid Theory,Sobre 54 mil € -59 mil €,Senior Data Scientist
barcelona,Feedzai,Sobre 49 mil € -53 mil €,Senior Data Scientist
barcelona,Pandora,Sobre 85 mil € -92 mil €,Senior Data Scientist
barcelona,BigBlue Analytics,Sobre 49 mil € -53 mil €,Senior Data Scientist
barcelona,AIMS,Sobre 58 mil € -62 mil €,Senior Data Scientist
barcelona,Telefónica,Sobre 32 mil € -35 mil €,Junior Data Scientist
barcelona,"SEAT, S.A.",Sobre 27 mil € -29 mil €,Junior Data Scientist
barcelona,T-Systems,Sobre 29 mil € -32 mil €,Junior Data Scientist
barcelona,Sogeti,Sobre 22 mil € -23 mil €,Junior Data Scientist
barcelona,Eurecat,Sobre 20 mil € -22 mil €,Junior Data Scientist
barcelona,HolaLuz,Sobre 22 mil € -24 mil €,Junior Data Scientist
barcelona,Innova-Tsn,Sobre 27 mil € -29 mil €,Junior Data Scientist
barcelona,Prueba,Sobre 30 mil € -33 mil €,Junior Data Scientist
barcelona,Stayforlong,Sobre 13 mil € -14 mil €,Junior Data Scientist
barcelona,DMD,Sobre 44 mil € -47 mil €,Junior Data Scientist
barcelona,Siemens Energy,Sobre 30 mil € -33 mil €,Junior Data Scientist
barcelona,D-Link,Sobre 29 mil € -31 mil €,Junior Data Scientist
barcelona,San Juan USD - Sacramento County,Sobre 20 mil € -22 mil €,Junior Data Scientist
barcelona,Knowledge Discovery & Predictions,Sobre 37 mil € -40 mil €,Junior Data Scientist
barcelona,Softvic,Sobre 24 mil € -26 mil €,Junior Data Scientist
barcelona,PwC,Sobre 27 mil € -29 mil €,Data Analyst/Data Scientist
barcelona,Colt Technology Services,Sobre 43 mil € -46 mil €,Data Analyst/Data Scientist
barcelona,Merkle,Sobre 36 mil € -39 mil €,Data Analyst/Data Scientist
barcelona,Veepee,Sobre 34 mil € -37 mil €,Data Analyst/Data Scientist
barcelona,Kantar,Sobre 28 mil € -31 mil €,Data Analyst/Data Scientist
barcelona,Glovo,Sobre 70 mil € -75 mil €,Lead Data Scientist
barcelona,Mango,Sobre 50 mil € -55 mil €,Lead Data Scientist
barcelona,Boston Consulting Group,Sobre 111 mil € -120 mil €,Lead Data Scientist
barcelona,Banco Sabadell,Sobre 56 mil € -60 mil €,Lead Data Scientist
barcelona,Socialpoint,Sobre 73 mil € -79 mil €,Lead Data Scientist
barcelona,Sanofi,Sobre 75 mil € -81 mil €,Lead Data Scientist
barcelona,Lucta,Sobre 61 mil € -67 mil €,Lead Data Scientist
barcelona,Nemuru,Sobre 43 mil € -47 mil €,Lead Data Scientist
barcelona,Braingaze,Sobre 29 mil € -32 mil €,Lead Data Scientist
barcelona,CICLICA,Sobre 50 mil € -53 mil €,Data Science Intern
barcelona,Launchmetrics,Sobre 831 € -899 €,Data Scientist Intern - Por mes
barcelona,realXdata,Sobre 1 mil € -1 mil €,Data Scientist Intern - Por mes
barcelona,CWT,Sobre 7 mil € -8 mil €,Principal Data Scientist
barcelona,Accenture,Sobre 58 mil € -62 mil €,Data Science Manager
barcelona,PepsiCo,Sobre 63 mil € -68 mil €,Data Science Manager
barcelona,Criteo,Sobre 1 mil € -1 mil €,Data Science Analyst - Becario por mes
barcelona,Draper Triangle,Sobre 43 mil € -46 mil €,Data Science Analyst
barcelona,Nemuru,Sobre 47 mil € -50 mil €,Sr Data Scientist
barcelona,Accenture,Sobre 43 mil € -47 mil €,Data Science Consultant
barcelona,Accenture,Sobre 1 mil € -1 mil €,Intern data scientist - Por mes
barcelona,Accenture,Sobre 1 mil € -1 mil €,Intern data scientist - Por mes
barcelona,Accenture,Sobre 53 mil € -58 mil €,Consultant Data Scientist
barcelona,Boston Consulting Group,Sobre 53 mil € -57 mil €,Consultant Data Scientist
barcelona,Novartis,Sobre 44 mil € -48 mil €,Sr. Data Scientist
barcelona,2510 Bedford Street Associates,Sobre 31 mil € -33 mil €,Jr. Data Scientist
barcelona,TheTopLineLab,Sobre 46 mil € -50 mil €,Data Scientist Consultant
barcelona,Citibeats,Sobre 53 mil € -57 mil €,Head of Data Science
barcelona,Barcelona Supercomputing Center,Sobre 49 mil € -54 mil €,Research Data Scientist
barcelona,Universitat de Barcelona,Sobre 30 mil € -33 mil €,Research Data Scientist
barcelona,Universidade de Barcelona,Sobre 49 mil € -53 mil €,Research Data Scientist
barcelona,EY,Sobre 85 mil € -92 mil €,Sr Manager Data Science
barcelona,Badi,Sobre 57 mil € -62 mil €,Product Data Scientist
barcelona,Center for Genomic Regulation,Sobre 41 mil € -45 mil €,Staff Scientist
barcelona,Socialpoint,Sobre 43 mil € -47 mil €,Marketing Data Scientist
barcelona,Gameloft,Sobre 49 mil € -53 mil €,Machine Learning Engineer/Data Scientist
barcelona,King,Sobre 36 mil € -39 mil €,Jr Data Scientist
barcelona,Cien,Sobre 10 € -10 € por hora,Internship data Science - Por hora
barcelona,Lipotec,Sobre 30 mil € -33 mil €,Data Scientist Specialist
barcelona,Leitat - Technological Center,Sobre 49 mil € -53 mil €,Data Science Research
barcelona,IESE Business School,Sobre 49 mil € -53 mil €,Data Science Research Assistant
barcelona,Applus+ IDIADA,Sobre 50 mil € -54 mil €,"Data Scientist, Business Intelligence"
barcelona,MC Services,Sobre 49 mil € -53 mil €,Developer/Data Scientist
barcelona,Accenture,Sobre 49 mil € -53 mil €,Consultant Data Scientist Analytics
barcelona,Parc Científic de Barcelona,Sobre 49 mil € -53 mil €,Data Research Scientist
barcelona,Sanofi,Sobre 71 mil € -77 mil €,Data Science Team Leader
barcelona,Bestiario,Sobre 537 € -592 €,Software Engineering/Data Science - Becario por mes
barcelona,nx-swim.com,Sobre 46 mil € -50 mil €,Directeur Data Science
barcelona,Atrapalo,Sobre 35 mil € -38 mil €,Business Intelligence and Data Science Analyst
barcelona,Typeform,Sobre 44 mil € -48 mil €,Data Scientist Tech Lead
barcelona,Accenture,Sobre 49 mil € -53 mil €,Analista y científico de datos
barcelona,Clarivate,Sobre 44 mil € -47 mil €,Research Scientist - Bioinformatics
barcelona,Eurecat,Sobre 28 mil € -30 mil €,Data Scientist & Research
berlin,Zalando,65.630 € /año,Data Scientist
berlin,Delivery Hero,68.771 € /año,Data Scientist
berlin,Klarna,63.893 € /año,Data Scientist
berlin,HelloFresh,61.006 € /año,Data Scientist
berlin,Babbel,57.714 € /año,Data Scientist
berlin,Wooga,55.765 € /año,Data Scientist
berlin,Amazon,75.000 € /año,Data Scientist
berlin,AUTO1 Group,59.602 € /año,Data Scientist
berlin,Diconium,50.000 € /año,Data Scientist
berlin,Fit Analytics,56.745 € /año,Data Scientist
berlin,Automation Hero,65.589 € /año,Data Scientist
berlin,SAP,57.747 € /año,Data Scientist
berlin,Deloitte,57.860 € /año,Data Scientist
berlin,Deutsche Bank,73.048 € /año,Data Scientist
berlin,BASF,50.131 € /año,Data Scientist
berlin,Bayer,72.917 € /año,Data Scientist
berlin,Technische Universität Berlin,54.152 € /año,Data Scientist
berlin,Bayes Esports Solutions,56.316 € /año,Data Scientist
berlin,Siemens,73.077 € /año,Data Scientist
berlin,KPMG,67.832 € /año,Data Scientist
berlin,Wayfair,69.355 € /año,Data Scientist
berlin,N26,54.786 € /año,Data Scientist
berlin,McKinsey & Company,84.704 € /año,Data Scientist
berlin,FREE NOW,55.288 € /año,Data Scientist
berlin,New Yorker,73.976 € /año,Data Scientist
berlin,MBition,57.067 € /año,Data Scientist
berlin,Searchmetrics,69.539 € /año,Data Scientist
berlin,Architrave,73.077 € /año,Data Scientist
berlin,momox,52.757 € /año,Data Scientist
berlin,King,58.179 € /año,Data Scientist
berlin,Sinfosy,58.124 € /año,Data Scientist
berlin,Haensel AMS,37.592 € /año,Data Scientist
berlin,BMW Group,Sobre 63 mil € -110 mil €,Data Scientist
berlin,IAV,Sobre 5 mil € -5 mil €,Data Scientist - Por mes
berlin,Axel Springer,Sobre 61 mil € -73 mil €,Data Scientist
berlin,Charité,Sobre 61 mil € -72 mil €,Data Scientist
berlin,ImmoScout24,Sobre 74 mil € -80 mil €,Data Scientist
berlin,Ströer Group,Sobre 53 mil € -60 mil €,Data Scientist
berlin,SoundCloud,Sobre 67 mil € -73 mil €,Data Scientist
berlin,smava,Sobre 57 mil € -86 mil €,Data Scientist
berlin,Marley Spoon,Sobre 48 mil € -65 mil €,Data Scientist
berlin,4flow,Sobre 54 mil € -62 mil €,Data Scientist
berlin,Grover,Sobre 45 mil € -54 mil €,Data Scientist
berlin,SHARE NOW,Sobre 57 mil € -68 mil €,Data Scientist
berlin,HomeToGo,Sobre 56 mil € -61 mil €,Data Scientist
berlin,fromAtoB,Sobre 66 mil € -72 mil €,Data Scientist
berlin,travel audience,Sobre 43 mil € -49 mil €,Data Scientist
berlin,The unbelievable Machine Company,Sobre 52 mil € -79 mil €,Data Scientist
berlin,Europace,Sobre 54 mil € -62 mil €,Data Scientist
berlin,Verve Group,Sobre 69 mil € -75 mil €,Data Scientist
berlin,Fraugster,Sobre 54 mil € -64 mil €,Data Scientist
berlin,Dojo Madness,Sobre 56 mil € -72 mil €,Data Scientist
berlin,wattx,Sobre 56 mil € -67 mil €,Data Scientist
berlin,home24 SE,Sobre 58 mil € -68 mil €,Data Scientist
berlin,virtualQ,Sobre 35 mil € -50 mil €,Data Scientist
berlin,Oviva,Sobre 52 mil € -67 mil €,Data Scientist
berlin,S Rating und Risikosysteme,Sobre 53 mil € -71 mil €,Data Scientist
berlin,Smart Pricer,Sobre 50 mil € -60 mil €,Data Scientist
berlin,LiquidM,Sobre 65 mil € -117 mil €,Data Scientist
berlin,apheris AI ,Sobre 60 mil € -70 mil €,Data Scientist
berlin,Supper & Supper,Sobre 40 mil € -58 mil €,Data Scientist
berlin,Beekin,Sobre 34 mil € -38 mil €,Data Scientist
berlin,Lidl,Sobre 79 mil € -87 mil €,Data Scientist
berlin,Mercedes-Benz Group,Sobre 1 mil € -1 mil €,Data Scientist - Por mes
berlin,Amazon,Sobre 3 mil € -4 mil €,Data Scientist - Por mes
berlin,SAP,Sobre 13 € -14 € por hora,Data Scientist - Por hora
berlin,PwC,Sobre 54 mil € -58 mil €,Data Scientist
berlin,Accenture,Sobre 46 mil € -50 mil €,Data Scientist
berlin,EY,Sobre 12 € -13 € por hora,Data Scientist - Becario por hora
berlin,EY,Sobre 45 mil € -49 mil €,Data Scientist
berlin,Fraunhofer-Gesellschaft,Sobre 16 € -17 € por hora,Data Scientist - Por hora
berlin,Deutsche Bank,Sobre 61 mil € -66 mil €,Data Scientist
berlin,Deutsche Telekom,Sobre 73 mil € -80 mil €,Data Scientist
berlin,Allianz,Sobre 75 mil € -82 mil €,Data Scientist
berlin,IBM,Sobre 52 mil € -57 mil €,Data Scientist
berlin,Vodafone,Sobre 80 mil € -86 mil €,Data Scientist
berlin,Commerzbank,Sobre 57 mil € -62 mil €,Data Scientist
berlin,Sparkasse,Sobre 49 mil € -54 mil €,Data Scientist
berlin,Capgemini,Sobre 58 mil € -64 mil €,Data Scientist
berlin,KIT,Sobre 12 € -13 € por hora,Data Scientist - Por hora
berlin,KIT,Sobre 50 mil € -54 mil €,Data Scientist
berlin,Bayer,Sobre 4 mil € -4 mil €,Data Scientist - Por mes
berlin,Delivery Hero,Sobre 54 mil € -59 mil €,Data Scientist - Becario
berlin,Delivery Hero,Sobre 60 mil € -65 mil €,Data Scientist - Proveedor de servicios
berlin,Technische Universität Berlin,Sobre 2 mil € -2 mil €,Data Scientist - Por mes
berlin,CHECK24,Sobre 62 mil € -68 mil €,Data Scientist
berlin,Boston Consulting Group,Sobre 75 mil € -81 mil €,Data Scientist
berlin,Microsoft,Sobre 30 mil € -32 mil €,Data Scientist - Becario
berlin,Microsoft,Sobre 83 mil € -90 mil €,Data Scientist
berlin,Microsoft,Sobre 5 mil € -5 mil €,Data Scientist - Por mes
berlin,Wayfair,Sobre 13 € -14 € por hora,Data Scientist - Por hora
berlin,TU Darmstadt,Sobre 50 mil € -54 mil €,Data Scientist
berlin,Google,Sobre 51 mil € -55 mil €,Data Scientist
berlin,Page Group (London),Sobre 2 mil € -2 mil €,Data Scientist - Por mes
berlin,Freelancer,Sobre 4 mil € -5 mil €,Data Scientist - Por mes
berlin,Freelancer,Sobre 59 mil € -63 mil €,Data Scientist
berlin,Intel Corporation,Sobre 59 mil € -63 mil €,Data Scientist
berlin,Kuehne+Nagel,Sobre 46 mil € -51 mil €,Data Scientist
berlin,Charité,Sobre 2 mil € -3 mil €,Data Scientist - Por mes
berlin,Keiner.com,Sobre 48 mil € -52 mil €,Data Scientist
berlin,Rheinische Friedrich-Wilhelms-University Bonn,Sobre 11 € -12 € por hora,Data Scientist - Por hora
berlin,Humboldt Universität zu Berlin,Sobre 68 mil € -72 mil €,Data Scientist
berlin,Hella,Sobre 66 mil € -70 mil €,Data Scientist
berlin,GetYourGuide,Sobre 75 mil € -81 mil €,Data Scientist
berlin,Bosch,Sobre 76 mil € -83 mil €,Data Scientist
berlin,d-fine,Sobre 64 mil € -70 mil €,Data Scientist
berlin,Rocket Internet,Sobre 74 mil € -81 mil €,Data Scientist
berlin,SumUp,Sobre 70 mil € -76 mil €,Data Scientist
berlin,eBay,Sobre 87 mil € -93 mil €,Data Scientist
berlin,Umlaut,Sobre 45 mil € -50 mil €,Data Scientist
berlin,Samsung Electronics,Sobre 5 mil € -5 mil €,Data Scientist - Por mes
berlin,Mercedes-Benz Mobility,Sobre 75 mil € -82 mil €,Data Scientist
berlin,Lieferando,Sobre 56 mil € -61 mil €,Data Scientist
berlin,Detecon,Sobre 69 mil € -74 mil €,Data Scientist
berlin,Deutsches Forschungszentrum für Künstliche Intelligenz,Sobre 49 mil € -53 mil €,Data Scientist
berlin,Tesla,Sobre 59 mil € -63 mil €,Data Scientist
berlin,TeamViewer,Sobre 60 mil € -65 mil €,Data Scientist
berlin,Home24,Sobre 66 mil € -72 mil €,Data Scientist
berlin,Deutsche Kreditbank,Sobre 59 mil € -64 mil €,Data Scientist
berlin,Amadeus,Sobre 38 mil € -41 mil €,Data Scientist
berlin,MYTOYS GROUP,Sobre 50 mil € -54 mil €,Data Scientist
berlin,Christian-Albrechts-Universität zu Kiel,Sobre 20 mil € -22 mil €,Data Scientist
berlin,Technology and Strategy,Sobre 1 mil € -1 mil €,Data Scientist - Becario por mes
berlin,Philip Morris International,Sobre 60 mil € -66 mil €,Data Scientist
berlin,Springer Nature,Sobre 58 mil € -62 mil €,Data Scientist
berlin,TIER,Sobre 56 mil € -62 mil €,Data Scientist
berlin,Centogene,Sobre 61 mil € -66 mil €,Data Scientist
berlin,foodora,Sobre 73 mil € -80 mil €,Data Scientist
berlin,Hasso-Plattner-Institute,Sobre 69 mil € -75 mil €,Data Scientist
berlin,McMakler,Sobre 53 mil € -57 mil €,Data Scientist
berlin,Berlin Brands Group,Sobre 965 € -1 mil €,Data Scientist - Becario por mes
berlin,OLX Group,Sobre 81 mil € -89 mil €,Data Scientist
berlin,AMBOSS,Sobre 49 mil € -53 mil €,Data Scientist
berlin,Universal Music Group,Sobre 55 mil € -59 mil €,Data Scientist
berlin,Mister Spex,Sobre 43 mil € -47 mil €,Data Scientist
berlin,Freelance,Sobre 77 mil € -83 mil €,Data Scientist
berlin,TomTom,Sobre 75 mil € -80 mil €,Data Scientist
berlin,crealytics,Sobre 77 mil € -84 mil €,Data Scientist
berlin,Takeda Pharmaceuticals,Sobre 73 mil € -79 mil €,Data Scientist
berlin,Flaconi,Sobre 76 mil € -82 mil €,Data Scientist
berlin,BARMER,Sobre 55 mil € -60 mil €,Data Scientist
berlin,AutoScout24,Sobre 68 mil € -74 mil €,Data Scientist
berlin,Tech Data,Sobre 30 mil € -32 mil €,Data Scientist
berlin,Signavio,Sobre 56 mil € -61 mil €,Data Scientist
berlin,MEDIAN Kliniken,Sobre 74 mil € -80 mil €,Data Scientist
berlin,Carmeq,Sobre 63 mil € -68 mil €,Data Scientist
berlin,Carmeq,Sobre 2 mil € -2 mil €,Data Scientist - Por mes
berlin,Honeypot,Sobre 49 mil € -53 mil €,Data Scientist
berlin,Audible,Sobre 72 mil € -78 mil €,Data Scientist
berlin,Blinkist,Sobre 2 mil € -2 mil €,Data Scientist - Becario por mes
berlin,DWS Group,Sobre 92 mil € -99 mil €,Data Scientist
berlin,XYZ,Sobre 53 mil € -57 mil €,Data Scientist
berlin,DCMN,Sobre 56 mil € -60 mil €,Data Scientist
berlin,Architrave,Sobre 4 mil € -4 mil €,Data Scientist - Por mes
berlin,adviqo,Sobre 46 mil € -50 mil €,Data Scientist
berlin,Adecco Group,Sobre 89 mil € -97 mil €,Data Scientist
berlin,"Ar­beit su­chend, ar­beit­su­chend",Sobre 35 mil € -38 mil €,Data Scientist
berlin,Cision,Sobre 51 mil € -55 mil €,Data Scientist
berlin,Other,Sobre 3 mil € -3 mil €,Data Scientist - Por mes
berlin,Robert Koch Institut,Sobre 4 mil € -4 mil €,Data Scientist - Por mes
berlin,Ratepay,Sobre 43 mil € -46 mil €,Data Scientist
berlin,Ratepay,Sobre 63 mil € -68 mil €,Data Scientist
berlin,Scout24 SE,Sobre 67 mil € -74 mil €,Data Scientist
berlin,None of Your Business Boutique,Sobre 57 mil € -63 mil €,Data Scientist
berlin,Pamono,Sobre 26 € -28 € por hora,Data Scientist - Por hora
berlin,upday,Sobre 64 mil € -69 mil €,Data Scientist
berlin,Zeitgold,Sobre 74 mil € -80 mil €,Data Scientist
berlin,Revolut,Sobre 71 mil € -77 mil €,Data Scientist
berlin,Hitachi Vantara,Sobre 60 mil € -65 mil €,Data Scientist
berlin,Harnham,Sobre 68 mil € -73 mil €,Data Scientist
berlin,Startup,Sobre 19 € -21 € por hora,Data Scientist - Por hora
berlin,Musikhaus Thomann,Sobre 51 mil € -55 mil €,Data Scientist
berlin,Berliner Wasserbetriebe,Sobre 55 mil € -60 mil €,Data Scientist
berlin,CrossLend,Sobre 55 mil € -59 mil €,Data Scientist
berlin,ZIEGERT,Sobre 1 mil € -1 mil €,Data Scientist - Por mes
berlin,Free2Move,Sobre 56 mil € -60 mil €,Data Scientist
berlin,Spotcap,Sobre 14 € -15 € por hora,Data Scientist - Por hora
berlin,Hypoport,Sobre 56 mil € -61 mil €,Data Scientist
berlin,Ree Technology,Sobre 56 mil € -62 mil €,Data Scientist
berlin,Potsdam Institute for Climate Impact Research,Sobre 65 mil € -69 mil €,Data Scientist
berlin,Toll Collect,Sobre 48 mil € -52 mil €,Data Scientist
berlin,Potsdam Institute for Climate Impact Research,Sobre 3 mil € -3 mil €,Data Scientist - Proveedor de servicios por mes
berlin,Acrolinx,Sobre 67 mil € -73 mil €,Data Scientist
berlin,K - New Media,Sobre 56 mil € -60 mil €,Data Scientist
berlin,Helmholtz-Zentrum Potsdam,Sobre 5 mil € -6 mil €,Data Scientist - Por mes
berlin,Thünen Institute,Sobre 2 mil € -3 mil €,Data Scientist - Por mes
berlin,Ubeeqo,Sobre 43 mil € -47 mil €,Data Scientist
berlin,i2x,Sobre 71 mil € -76 mil €,Data Scientist
berlin,Sharpist,Sobre 4 mil € -4 mil €,Data Scientist - Proveedor de servicios por mes
berlin,Teraki,Sobre 56 mil € -60 mil €,Data Scientist
berlin,sprylab technologies,Sobre 15 € -16 € por hora,Data Scientist - Becario por hora
berlin,Fachhochschule Potsdam,Sobre 4 mil € -4 mil €,Data Scientist - Proveedor de servicios por mes
berlin,Talentwunder,Sobre 14 € -16 € por hora,Data Scientist - Becario por hora
berlin,FLEXIM,Sobre 40 mil € -44 mil €,Data Scientist
berlin,Max Planck Institute for Molecular Genetics,Sobre 5 mil € -5 mil €,Data Scientist - Por mes
berlin,UP42,Sobre 50 mil € -54 mil €,Data Scientist
berlin,Lindera,Sobre 46 mil € -50 mil €,Data Scientist
berlin,Lindera,Sobre 50 mil € -54 mil €,Data Scientist - Proveedor de servicios
berlin,Lana Labs,Sobre 68 mil € -74 mil €,Data Scientist
berlin,Selfapy,Sobre 56 mil € -60 mil €,Data Scientist
berlin,TD Reply,Sobre 53 mil € -57 mil €,Data Scientist
berlin,Stealth Startup,Sobre 62 mil € -68 mil €,Data Scientist
berlin,Leverton,Sobre 45 mil € -49 mil €,Data Scientist
berlin,idalab,Sobre 15 € -16 € por hora,Data Scientist - Por hora
berlin,Chegg,Sobre 84 mil € -92 mil €,Data Scientist
berlin,Machine Xchange Coin,Sobre 60 mil € -65 mil €,Data Scientist
berlin,Activision Blizzard,Sobre 55 mil € -60 mil €,Data Scientist
berlin,Spiced,Sobre 54 mil € -58 mil €,Data Scientist
berlin,Silence Therapeutics,Sobre 69 mil € -75 mil €,Data Scientist
berlin,enpact,Sobre 55 mil € -60 mil €,Data Scientist
berlin,super.AI,Sobre 2 mil € -2 mil €,Data Scientist - Becario por mes
berlin,NOBODY,Sobre 39 mil € -42 mil €,Data Scientist - Becario
berlin,ENERGY4U,Sobre 3 mil € -3 mil €,Data Scientist - Por mes
berlin,CodeCheck AG,Sobre 60 mil € -66 mil €,Data Scientist
berlin,Bird,Sobre 71 mil € -76 mil €,Data Scientist
berlin,DAIN Studios,Sobre 46 mil € -50 mil €,Data Scientist
berlin,The SaaS Co.,Sobre 1 mil € -1 mil €,Data Scientist - Becario por mes
berlin,Elucidate,Sobre 961 € -1 mil €,Data Scientist - Por mes
berlin,Statice GmbH,Sobre 64 mil € -70 mil €,Data Scientist
berlin,NetCheck,Sobre 52 mil € -56 mil €,Data Scientist
berlin,Circ,Sobre 61 mil € -65 mil €,Data Scientist
berlin,Oxera,Sobre 50 mil € -54 mil €,Data Scientist
berlin,Fractal,Sobre 61 mil € -66 mil €,Data Scientist
berlin,Alacris Theranostics,Sobre 62 mil € -68 mil €,Data Scientist - Proveedor de servicios
berlin,Data Science Retreat,Sobre 65 mil € -71 mil €,Data Scientist
berlin,Glassnode,Sobre 56 mil € -60 mil €,Data Scientist
berlin,Envio,Sobre 56 mil € -60 mil €,Data Scientist
berlin,Andy Frain,Sobre 55 mil € -59 mil €,Data Scientist
berlin,Vinculim Technology,Sobre 43 mil € -47 mil €,Data Scientist
berlin,Common Sense Consulting,Sobre 4 mil € -4 mil €,Data Scientist - Por mes
berlin,ixto,Sobre 15 € -16 € por hora,Data Scientist - Por hora
berlin,Loudly,Sobre 46 mil € -49 mil €,Data Scientist
berlin,Peregrine Technologies,Sobre 55 mil € -60 mil €,Data Scientist
berlin,Kompetenzzentrum Wasser Berlin,Sobre 452 € -494 €,Data Scientist - Por mes
berlin,Jodel,Sobre 60 mil € -65 mil €,Data Scientist
berlin,FintechDB,Sobre 30 mil € -32 mil €,Data Scientist
berlin,Envio Systems,Sobre 63 mil € -68 mil €,Data Scientist
berlin,Tempus Energy,Sobre 56 mil € -60 mil €,Data Scientist
berlin,A Small Company,Sobre 48 mil € -51 mil €,Data Scientist
berlin,StackFuel,Sobre 46 mil € -51 mil €,Data Scientist
berlin,Zolo Technologies,Sobre 70 mil € -77 mil €,Data Scientist
berlin,KoronaPay,Sobre 58 mil € -62 mil €,Data Scientist
berlin,Diëtistenpraktijk Samen Sterk,Sobre 49 mil € -53 mil €,Data Scientist
berlin,Hex Depict,Sobre 3 mil € -3 mil €,Data Scientist - Por mes
berlin,Amentory Venture,Sobre 2 mil € -2 mil €,Data Scientist - Por mes
berlin,DATANOMIQ,Sobre 43 mil € -46 mil €,Data Scientist
berlin,Wankel SuperTec,Sobre 3 mil € -3 mil €,Data Scientist - Por mes
berlin,Zolacode IT Solutions,Sobre 45 mil € -49 mil €,Data Scientist
berlin,Scalable Minds,Sobre 57 mil € -62 mil €,Data Scientist
berlin,prefer not saying,Sobre 54 mil € -59 mil €,Data Scientist
berlin,Watergenics,Sobre 33 mil € -36 mil €,Data Scientist
berlin,MONO Analytics,Sobre 49 mil € -53 mil €,Data Scientist
berlin,DataScientest,Sobre 51 mil € -55 mil €,Data Scientist
berlin,ADOX (Germany),Sobre 5 mil € -5 mil €,Data Scientist - Por mes
berlin,EPAM,Sobre 84 mil € -91 mil €,Data Scientist
berlin,Inspirisys Solutions Limited,Sobre 66 mil € -71 mil €,Data Scientist
berlin,Gaadi Service,Sobre 60 mil € -65 mil €,Data Scientist
berlin,Zolon Tech,Sobre 72 mil € -76 mil €,Data Scientist
berlin,Best Data Cooperation,Sobre 68 mil € -74 mil €,Data Scientist
berlin,Spring Professional,Sobre 66 mil € -70 mil €,Data Scientist
berlin,RadioShack,Sobre 66 mil € -72 mil €,Data Scientist
berlin,Mavuno Technologies,Sobre 485 € -525 €,Data Scientist - Becario por mes
berlin,cerema,Sobre 654 € -706 €,Data Scientist - Becario por mes
berlin,Unknown company Gmbh,Sobre 48 mil € -52 mil €,Data Scientist
berlin,Zahlen Solutions,Sobre 48 mil € -53 mil €,Data Scientist
berlin,Companion Data Services,Sobre 950 € -1 mil €,Data Scientist - Becario por mes
berlin,Spectra Wellness Hub,Sobre 2 mil € -2 mil €,Data Scientist - Por mes
berlin,UniLaSalle,Sobre 4 € -4 € por hora,Data Scientist - Por hora
berlin,DiamondIT,Sobre 80 mil € -87 mil €,Data Scientist
berlin,Delivery Hero,83.830 € /año,Senior Data Scientist
berlin,SAP,75.817 € /año,Senior Data Scientist
berlin,Zalando,90.513 € /año,Senior Data Scientist
berlin,Klarna,65.151 € /año,Senior Data Scientist
berlin,SoundCloud,84.369 € /año,Senior Data Scientist
berlin,Scorable,47.154 € /año,Junior Data Scientist
berlin,HelloFresh,74.815 € /año,Senior Data Scientist
berlin,GetYourGuide,83.830 € /año,Senior Data Scientist
berlin,SmartRecruiters,90.402 € /año,Senior Data Scientist
berlin,FlixBus,50.841 € /año,Junior Data Scientist
berlin,future demand,58.124 € /año,Junior Data Scientist
berlin,Wayfair,Sobre 2 mil € -2 mil €,Data Science - Becario por mes
berlin,IBM,Sobre 67 mil € -101 mil €,Senior Data Scientist
berlin,Wayfair,Sobre 58 mil € -78 mil €,Senior Data Scientist
berlin,N26,Sobre 70 mil € -88 mil €,Senior Data Scientist
berlin,TIER,Sobre 63 mil € -76 mil €,Senior Data Scientist
